Edad,Estrato,Carrera,Genero,Coctel_ID,Calificacion
28,4,administracion,femenino,13058,2
23,2,diseño,masculino,17180,1
25,6,diseño,femenino,12572,5
25,5,ingenieria,femenino,12776,4
21,5,diseño,masculino,15853,4
19,5,diseño,masculino,16158,3
29,6,ingenieria,masculino,16031,3
25,5,administracion,masculino,16967,4
20,5,diseño,masculino,12988,5
23,2,administracion,femenino,12362,2
25,6,medicina,femenino,178347,5
25,2,diseño,masculino,178328,5
23,3,ingenieria,femenino,14466,4
18,3,derecho,masculino,13938,4
25,6,medicina,femenino,17114,5
30,6,derecho,masculino,15092,3
24,4,ingenieria,masculino,178323,4
28,4,ingenieria,masculino,11420,5
28,2,sistemas,masculino,11009,5
27,6,arquitectura,masculino,12107,3
19,4,arquitectura,femenino,11566,4
24,3,sistemas,masculino,12256,3
28,5,ingenieria,masculino,11255,3
25,4,administracion,femenino,11600,5
18,4,administracion,masculino,178323,4
24,3,arquitectura,femenino,178354,5
24,4,medicina,femenino,11023,2
18,2,arquitectura,masculino,11106,2
20,3,arquitectura,femenino,12734,3
28,1,diseño,femenino,12518,4
29,1,derecho,femenino,178348,4
19,4,administracion,femenino,15511,2
19,2,arquitectura,masculino,12672,5
18,5,derecho,masculino,11993,2
19,1,diseño,femenino,178358,4
25,4,medicina,masculino,16987,2
21,3,ingenieria,masculino,15006,4
22,4,diseño,masculino,12724,1
23,3,diseño,masculino,13539,5
29,6,administracion,femenino,178370,5
26,3,derecho,masculino,12158,5
30,6,ingenieria,masculino,12714,3
22,5,medicina,femenino,17191,4
28,3,arquitectura,femenino,11004,3
19,5,ingenieria,masculino,17193,5
21,1,ingenieria,femenino,12418,5
25,1,ingenieria,femenino,11728,5
22,6,medicina,masculino,17835,1
30,2,diseño,femenino,11690,3
28,6,arquitectura,masculino,11202,4
25,2,medicina,masculino,11987,5
20,3,administracion,masculino,12089,5
28,2,derecho,masculino,12460,3
24,6,administracion,masculino,11580,4
28,2,arquitectura,femenino,178322,3
23,3,ingenieria,femenino,14538,2
29,6,medicina,masculino,17250,3
18,5,administracion,masculino,17225,3
20,2,sistemas,masculino,14978,5
28,6,administracion,masculino,16047,4
27,2,sistemas,masculino,178343,5
26,5,arquitectura,femenino,11002,5
22,2,diseño,masculino,15801,2
22,6,ingenieria,masculino,178330,5
18,2,medicina,masculino,178362,4
29,1,diseño,femenino,12618,3
21,1,medicina,femenino,14956,5
27,3,derecho,masculino,17250,4
29,5,arquitectura,femenino,178307,4
25,1,sistemas,femenino,16178,3
19,1,sistemas,femenino,17198,2
18,3,arquitectura,masculino,17836,3
27,5,derecho,masculino,12758,3
18,4,ingenieria,masculino,178309,4
28,2,ingenieria,masculino,11410,1
28,6,ingenieria,masculino,12091,3
30,5,administracion,femenino,17836,2
19,5,derecho,masculino,12162,2
30,6,medicina,femenino,17208,2
25,4,medicina,masculino,17241,4
30,3,sistemas,masculino,178335,3
30,6,arquitectura,femenino,16986,1
23,6,medicina,femenino,15761,1
22,2,diseño,masculino,11690,5
28,4,administracion,masculino,17833,5
20,5,administracion,masculino,178370,1
19,6,arquitectura,femenino,17207,5
21,4,administracion,femenino,17195,5
22,5,derecho,masculino,178327,4
24,5,diseño,masculino,11368,4
18,4,arquitectura,femenino,15841,5
24,1,ingenieria,masculino,178343,5
20,3,ingenieria,femenino,17218,4
28,5,ingenieria,masculino,12434,5
30,6,arquitectura,femenino,11666,5
24,5,medicina,masculino,11870,1
21,1,diseño,masculino,11060,5
23,3,arquitectura,femenino,11338,4
18,2,ingenieria,femenino,17248,4
26,6,arquitectura,masculino,11410,1
23,4,arquitectura,masculino,12402,5
24,6,diseño,masculino,17833,1
28,5,diseño,femenino,12724,5
26,5,diseño,masculino,17206,5
23,2,arquitectura,femenino,17215,3
19,1,ingenieria,femenino,17206,5
30,1,diseño,masculino,17207,3
30,6,ingenieria,masculino,14446,3
21,2,diseño,masculino,16485,4
23,2,ingenieria,femenino,15933,3
26,4,arquitectura,femenino,11002,5
19,4,arquitectura,femenino,13847,5
27,3,medicina,masculino,17245,5
27,1,administracion,masculino,178366,3
23,3,derecho,masculino,14888,3
26,6,derecho,femenino,12692,1
19,3,ingenieria,femenino,17006,2
27,1,sistemas,femenino,12097,5
30,3,sistemas,masculino,14602,4
30,3,medicina,femenino,17830,5
22,5,arquitectura,femenino,11963,5
29,6,administracion,femenino,12446,3
25,1,ingenieria,femenino,13128,5
23,2,arquitectura,masculino,16262,5
27,4,sistemas,femenino,12067,4
28,1,derecho,masculino,13499,4
20,1,arquitectura,femenino,11798,1
22,1,ingenieria,masculino,11008,4
21,5,arquitectura,masculino,11690,5
25,2,ingenieria,masculino,12572,4
24,4,medicina,masculino,11476,1
28,6,derecho,masculino,12692,2
21,4,ingenieria,masculino,17167,4
30,6,arquitectura,masculino,17826,2
21,5,medicina,femenino,16485,5
27,2,ingenieria,masculino,12101,2
19,3,medicina,masculino,11000,3
25,5,ingenieria,masculino,17181,5
25,6,sistemas,femenino,11558,4
25,4,ingenieria,masculino,178330,5
27,6,derecho,femenino,12518,5
24,1,sistemas,femenino,15511,5
21,3,arquitectura,femenino,17114,5
19,5,derecho,masculino,17205,5
19,4,administracion,masculino,12093,4
20,4,ingenieria,masculino,12670,5
28,1,ingenieria,femenino,178335,2
24,6,administracion,femenino,12162,4
19,3,derecho,masculino,12162,5
22,2,sistemas,femenino,12518,1
30,2,arquitectura,masculino,11602,4
22,4,sistemas,masculino,15409,1
19,1,medicina,masculino,15997,5
21,4,derecho,masculino,11060,4
22,5,derecho,masculino,15813,2
24,2,derecho,masculino,17829,3
22,3,arquitectura,masculino,11255,3
21,6,administracion,femenino,11566,5
22,4,arquitectura,femenino,12770,4
30,5,ingenieria,masculino,15184,4
25,2,ingenieria,femenino,178328,4
30,2,sistemas,masculino,178362,5
25,6,arquitectura,femenino,11963,5
25,4,sistemas,masculino,11239,3
30,1,ingenieria,masculino,13501,4
30,5,diseño,masculino,17122,4
19,2,derecho,femenino,12308,3
26,6,sistemas,masculino,17239,1
28,5,sistemas,masculino,12630,4
26,6,administracion,masculino,15086,4
28,6,sistemas,masculino,12446,3
21,5,derecho,masculino,12776,4
23,4,arquitectura,femenino,11422,4
23,4,administracion,masculino,14167,1
24,4,derecho,femenino,178362,1
24,6,sistemas,femenino,178338,1
29,2,diseño,masculino,12768,4
25,6,administracion,masculino,15330,4
18,3,sistemas,masculino,17015,3
19,2,medicina,masculino,11658,3
26,5,derecho,femenino,13056,4
29,6,arquitectura,femenino,14195,3
30,1,derecho,femenino,12158,2
27,6,administracion,femenino,12910,4
19,1,administracion,masculino,13200,4
26,2,diseño,femenino,13971,4
23,1,administracion,femenino,178338,5
26,5,diseño,femenino,14209,4
24,3,medicina,femenino,17217,5
26,4,medicina,femenino,11408,4
30,4,administracion,masculino,12726,5
25,3,derecho,femenino,11870,4
30,4,ingenieria,masculino,17188,4
23,1,administracion,masculino,12692,5
21,1,derecho,femenino,13198,3
29,1,medicina,masculino,12692,2
21,3,administracion,masculino,178365,4
23,3,sistemas,femenino,11476,4
20,5,sistemas,femenino,17215,4
23,4,diseño,femenino,12752,3
28,4,medicina,masculino,12720,4
21,1,ingenieria,femenino,17241,4
24,2,ingenieria,masculino,16047,3
24,6,ingenieria,masculino,13056,4
23,5,diseño,masculino,13192,5
23,3,administracion,femenino,12670,2
18,6,derecho,femenino,12446,1
21,5,sistemas,masculino,12308,4
23,3,sistemas,femenino,15743,4
23,2,sistemas,masculino,15639,4
30,2,arquitectura,femenino,16984,4
27,2,derecho,masculino,12057,5
20,5,sistemas,masculino,11124,2
18,3,ingenieria,femenino,178360,3
21,6,diseño,masculino,14065,3
19,4,arquitectura,femenino,15226,3
18,2,derecho,femenino,17255,5
27,3,ingenieria,masculino,15254,4
30,3,sistemas,femenino,11001,5
22,4,medicina,masculino,17202,4
26,6,derecho,femenino,14209,1
28,5,ingenieria,masculino,15328,2
28,3,sistemas,masculino,12706,4
21,4,sistemas,masculino,16984,1
19,4,derecho,femenino,12071,2
23,1,medicina,masculino,13214,4
28,2,sistemas,masculino,12758,3
25,5,diseño,femenino,17006,1
20,5,sistemas,femenino,17213,3
21,3,ingenieria,femenino,17135,4
18,1,administracion,femenino,16275,5
25,5,sistemas,femenino,12668,3
20,3,ingenieria,masculino,12101,2
25,5,ingenieria,masculino,12698,2
20,1,ingenieria,masculino,16942,5
21,1,diseño,masculino,14610,1
24,5,administracion,masculino,12474,4
20,5,ingenieria,femenino,15182,4
28,5,derecho,masculino,17167,4
27,4,medicina,femenino,178370,3
27,5,diseño,femenino,12518,4
20,6,ingenieria,masculino,17178,4
27,4,derecho,femenino,11410,2
24,6,medicina,femenino,11368,1
20,1,sistemas,femenino,17222,3
18,4,diseño,femenino,13192,4
21,4,derecho,masculino,11239,3
30,3,diseño,femenino,12988,4
30,6,ingenieria,masculino,16986,5
20,1,derecho,femenino,14586,3
25,6,arquitectura,femenino,17185,2
20,2,arquitectura,femenino,12784,3
29,2,administracion,masculino,12434,5
28,2,administracion,masculino,17250,4
28,6,administracion,masculino,12067,5
29,6,medicina,femenino,12668,2
24,4,diseño,femenino,13202,1
25,6,diseño,masculino,12460,5
28,4,diseño,femenino,178316,5
30,4,diseño,femenino,12196,2
21,1,medicina,femenino,11124,3
23,5,administracion,masculino,15825,2
30,3,ingenieria,masculino,11524,3
22,5,ingenieria,masculino,13621,2
21,4,derecho,femenino,15182,4
25,1,ingenieria,masculino,12460,2
18,3,arquitectura,masculino,178370,3
28,2,ingenieria,masculino,14538,3
27,5,arquitectura,femenino,13072,3
30,1,ingenieria,femenino,15330,3
29,2,administracion,masculino,11002,5
19,4,derecho,masculino,15841,5
30,5,administracion,femenino,11963,1
19,4,derecho,femenino,11222,4
30,5,arquitectura,masculino,11989,5
26,4,diseño,masculino,15825,3
23,4,sistemas,femenino,14602,4
25,1,diseño,masculino,11124,5
27,3,sistemas,femenino,16262,3
30,4,administracion,masculino,17189,5
26,4,ingenieria,femenino,17205,5
27,5,arquitectura,masculino,11798,1
26,6,sistemas,masculino,15801,1
29,3,ingenieria,masculino,13775,3
26,2,administracion,femenino,12820,5
23,5,medicina,masculino,17197,4
22,3,ingenieria,masculino,11417,5
22,6,administracion,femenino,17006,5
29,3,ingenieria,femenino,11239,4
29,4,ingenieria,femenino,14610,4
23,2,ingenieria,femenino,11387,3
28,3,diseño,masculino,14782,4
21,1,ingenieria,femenino,16311,1
29,3,administracion,masculino,12728,5
30,5,derecho,masculino,13751,5
28,4,derecho,masculino,17217,3
20,5,ingenieria,masculino,17241,3
22,6,ingenieria,masculino,17246,4
24,3,ingenieria,femenino,16196,5
23,6,derecho,femenino,178364,1
30,1,ingenieria,femenino,12618,2
18,2,ingenieria,femenino,17120,4
21,6,medicina,femenino,11007,1
26,4,administracion,femenino,11476,3
28,1,administracion,masculino,12097,4
25,1,ingenieria,femenino,17108,4
18,2,sistemas,femenino,15761,5
26,5,derecho,femenino,178360,3
29,2,sistemas,masculino,178362,1
30,6,derecho,masculino,11418,3
19,1,medicina,masculino,178363,5
19,6,ingenieria,masculino,12057,5
21,1,ingenieria,femenino,11938,2
26,3,arquitectura,masculino,16485,5
25,2,diseño,masculino,12944,4
23,5,administracion,femenino,12442,2
27,4,arquitectura,masculino,16942,5
30,2,arquitectura,femenino,13501,2
20,1,arquitectura,femenino,17204,5
22,4,medicina,femenino,178359,5
26,3,administracion,masculino,15853,5
27,2,medicina,femenino,12728,5
27,6,administracion,femenino,15409,4
21,6,administracion,masculino,12734,3
19,4,derecho,femenino,17203,5
24,5,medicina,masculino,13202,3
23,5,diseño,masculino,16250,5
19,3,derecho,masculino,17135,5
20,6,sistemas,masculino,12452,4
30,5,arquitectura,masculino,178313,5
29,5,ingenieria,masculino,17208,4
30,1,derecho,femenino,17836,3
29,4,ingenieria,femenino,13501,4
25,4,administracion,femenino,15184,5
18,5,ingenieria,masculino,17196,5
25,4,derecho,masculino,12734,4
19,4,administracion,masculino,178365,4
29,6,sistemas,femenino,17201,3
27,2,diseño,masculino,13200,5
27,2,derecho,masculino,17230,4
28,4,sistemas,femenino,11961,2
26,1,derecho,femenino,12308,5
25,3,derecho,masculino,13020,3
20,3,derecho,femenino,178323,1
26,6,diseño,masculino,17219,5
25,1,administracion,masculino,12782,3
19,4,administracion,masculino,16986,5
22,2,ingenieria,masculino,12774,3
27,2,arquitectura,masculino,12800,4
23,2,derecho,femenino,14209,2
26,4,ingenieria,femenino,17201,4
28,3,arquitectura,femenino,12196,3
21,6,arquitectura,masculino,12734,3
27,1,arquitectura,femenino,178343,3
28,5,medicina,masculino,14366,1
30,6,diseño,masculino,12130,2
29,5,diseño,masculino,178354,3
25,2,medicina,femenino,13204,4
29,5,medicina,masculino,11423,4
29,6,medicina,femenino,16275,4
20,3,sistemas,femenino,13128,2
29,1,derecho,femenino,15006,1
26,4,sistemas,masculino,17213,5
18,1,administracion,masculino,178346,3
26,1,administracion,femenino,17181,4
24,1,administracion,femenino,12402,5
24,1,arquitectura,femenino,14782,4
25,2,arquitectura,masculino,178366,4
30,5,derecho,femenino,17839,5
22,6,sistemas,femenino,12107,4
22,1,diseño,masculino,11634,1
22,2,arquitectura,femenino,12067,4
20,5,administracion,masculino,12188,3
28,4,sistemas,masculino,12055,5
30,3,arquitectura,masculino,178343,3
25,3,ingenieria,masculino,13971,4
29,3,sistemas,masculino,13196,5
30,2,sistemas,masculino,12446,5
29,3,sistemas,masculino,11558,3
26,1,ingenieria,femenino,11566,5
19,5,arquitectura,masculino,11255,4
30,4,diseño,femenino,12672,2
22,2,arquitectura,femenino,12093,5
24,4,administracion,femenino,17135,4
22,6,arquitectura,masculino,178365,1
29,5,arquitectura,femenino,12158,4
26,4,arquitectura,femenino,13128,4
25,5,derecho,masculino,17247,5
22,4,administracion,femenino,11338,5
30,1,medicina,femenino,17225,5
25,4,administracion,masculino,11006,4
23,2,medicina,masculino,11324,1
27,5,arquitectura,masculino,12748,3
20,6,diseño,masculino,12776,4
18,1,administracion,masculino,12706,4
25,6,sistemas,femenino,11420,2
20,6,administracion,femenino,178367,3
26,4,arquitectura,femenino,12162,3
20,2,derecho,masculino,14602,5
21,3,arquitectura,masculino,17197,4
20,5,sistemas,femenino,17824,3
18,4,ingenieria,femenino,16963,5
18,1,sistemas,femenino,12097,1
19,4,ingenieria,femenino,14466,4
28,5,medicina,femenino,17181,3
18,3,derecho,masculino,17246,5
28,4,derecho,masculino,15330,4
28,6,medicina,femenino,12190,4
30,1,sistemas,femenino,12127,2
18,1,derecho,femenino,12944,5
28,6,medicina,masculino,17122,3
23,6,ingenieria,femenino,17207,4
18,6,diseño,femenino,16262,3
25,2,arquitectura,masculino,13196,5
24,5,diseño,femenino,12618,1
29,5,administracion,masculino,13214,4
24,2,diseño,femenino,14378,4
23,6,medicina,femenino,11419,3
30,5,ingenieria,femenino,11602,3
27,1,derecho,masculino,13936,4
20,5,derecho,masculino,14842,1
28,2,sistemas,masculino,178354,1
30,6,administracion,femenino,17827,4
22,1,ingenieria,femenino,12706,5
25,2,ingenieria,masculino,17241,5
29,4,sistemas,masculino,11690,4
18,4,sistemas,femenino,13751,4
21,2,administracion,masculino,11420,5
24,2,derecho,masculino,17252,5
26,6,ingenieria,femenino,17252,5
25,6,administracion,masculino,13056,4
25,6,arquitectura,femenino,11664,1
24,4,diseño,masculino,12436,1
29,4,arquitectura,masculino,16041,3
21,4,ingenieria,femenino,178307,3
30,4,arquitectura,masculino,17222,5
23,6,derecho,femenino,17210,5
26,2,administracion,masculino,11993,1
25,2,derecho,femenino,11417,5
19,3,diseño,femenino,11872,5
26,3,derecho,femenino,15026,4
18,2,sistemas,femenino,17027,5
20,4,administracion,masculino,17246,3
28,5,sistemas,femenino,11369,5
18,3,administracion,masculino,15082,3
24,3,administracion,masculino,16047,4
24,5,sistemas,masculino,14446,5
19,5,medicina,femenino,11375,5
28,3,ingenieria,femenino,15086,2
21,2,diseño,femenino,12820,3
25,2,sistemas,masculino,12668,2
18,5,diseño,femenino,11959,1
28,4,administracion,femenino,17180,3
26,3,arquitectura,masculino,17214,4
22,4,administracion,masculino,11046,2
20,6,derecho,femenino,11326,5
23,4,arquitectura,femenino,16990,5
22,6,sistemas,masculino,11417,5
27,1,derecho,masculino,17006,5
20,4,arquitectura,masculino,13222,1
28,1,arquitectura,masculino,12308,5
18,3,derecho,femenino,16984,3
27,4,sistemas,femenino,16031,4
30,3,administracion,masculino,15006,1
18,5,derecho,masculino,17267,5
28,2,sistemas,femenino,178348,4
23,5,sistemas,masculino,17188,5
28,4,diseño,masculino,12518,4
27,1,medicina,masculino,11872,3
29,3,medicina,femenino,14730,5
18,1,medicina,femenino,11320,5
27,4,arquitectura,masculino,17198,5
27,3,arquitectura,femenino,11422,3
19,6,diseño,masculino,11004,5
27,3,derecho,femenino,17833,5
21,6,derecho,masculino,12388,4
24,4,derecho,masculino,14087,1
26,2,medicina,masculino,17827,4
26,1,medicina,masculino,16992,4
22,5,medicina,femenino,14978,5
20,2,arquitectura,femenino,14366,4
25,6,administracion,masculino,13058,4
19,1,arquitectura,femenino,16963,5
22,5,administracion,femenino,12402,5
20,1,ingenieria,femenino,16986,1
27,4,sistemas,femenino,14366,4
21,6,diseño,femenino,12756,3
26,3,administracion,masculino,16031,3
30,4,sistemas,femenino,11002,5
24,3,diseño,femenino,17201,4
23,2,sistemas,masculino,12734,4
18,4,derecho,masculino,11021,3
25,1,medicina,femenino,178352,2
23,5,derecho,masculino,11326,5
28,2,ingenieria,femenino,11965,4
21,2,ingenieria,masculino,178358,5
23,1,medicina,femenino,11222,3
20,4,administracion,masculino,11006,5
19,6,arquitectura,masculino,17830,5
23,1,sistemas,femenino,12130,4
24,2,ingenieria,femenino,11007,5
19,6,medicina,femenino,11129,3
22,5,diseño,femenino,11983,2
18,2,ingenieria,masculino,11658,3
28,1,administracion,masculino,15086,4
22,6,sistemas,femenino,11422,3
29,3,ingenieria,masculino,17267,5
21,5,derecho,femenino,17828,4
23,4,ingenieria,masculino,12784,4
27,6,ingenieria,masculino,13020,5
26,1,administracion,masculino,12772,5
30,6,derecho,femenino,14688,2
22,5,diseño,masculino,16963,2
29,5,derecho,masculino,17027,4
21,6,medicina,masculino,11422,4
21,4,arquitectura,femenino,178323,4
18,5,administracion,femenino,14446,5
27,4,sistemas,femenino,11938,3
19,2,ingenieria,femenino,15226,3
29,6,medicina,femenino,12370,1
28,2,derecho,masculino,178342,4
30,2,medicina,femenino,13072,4
18,5,administracion,femenino,17044,3
28,4,medicina,masculino,178346,4
23,4,administracion,femenino,13056,4
29,5,sistemas,masculino,12528,2
24,5,sistemas,femenino,16262,5
21,2,diseño,femenino,12091,1
25,6,medicina,masculino,16991,4
29,6,arquitectura,masculino,12097,5
24,6,derecho,masculino,13056,4
22,1,derecho,femenino,178334,4
24,6,diseño,femenino,178367,5
18,3,arquitectura,femenino,17181,5
27,4,medicina,masculino,178315,5
29,6,derecho,femenino,12434,5
23,3,administracion,masculino,11239,1
25,6,diseño,masculino,15178,5
23,4,arquitectura,femenino,12418,4
29,3,ingenieria,masculino,178342,3
22,2,administracion,femenino,12782,5
29,4,ingenieria,masculino,17249,4
20,4,diseño,femenino,12694,3
20,3,medicina,masculino,16031,5
25,6,sistemas,femenino,12190,4
24,3,medicina,masculino,11798,4
18,3,ingenieria,masculino,12724,5
30,2,medicina,femenino,14209,5
27,1,diseño,masculino,12101,4
29,1,arquitectura,femenino,17826,5
27,3,diseño,masculino,14956,1
24,1,administracion,masculino,16311,4
27,2,administracion,masculino,11005,5
19,6,ingenieria,masculino,17189,4
27,4,derecho,masculino,13196,5
28,1,arquitectura,femenino,12914,5
25,4,medicina,masculino,16992,4
24,3,derecho,masculino,16985,3
30,2,medicina,masculino,15006,4
27,2,arquitectura,masculino,17211,3
27,2,administracion,masculino,17108,1
18,3,ingenieria,femenino,12756,2
23,4,derecho,masculino,14602,3
21,2,diseño,femenino,11558,5
23,4,administracion,femenino,14978,4
21,6,sistemas,femenino,16991,4
24,5,arquitectura,masculino,14688,5
29,1,medicina,masculino,13206,2
26,6,derecho,masculino,17203,5
27,4,diseño,masculino,12724,5
26,4,diseño,femenino,17108,5
18,6,medicina,masculino,17218,5
19,6,administracion,masculino,178328,4
22,1,sistemas,masculino,178343,5
18,5,ingenieria,femenino,11542,5
20,4,diseño,masculino,13200,5
23,5,ingenieria,femenino,11476,4
18,5,medicina,femenino,16967,4
29,3,sistemas,femenino,12670,3
22,4,administracion,masculino,11224,2
20,1,medicina,femenino,12107,1
24,4,administracion,femenino,13196,4
20,2,arquitectura,masculino,14978,1
19,4,ingenieria,masculino,12668,2
26,5,medicina,femenino,12196,3
19,6,derecho,masculino,12720,4
24,3,medicina,masculino,11634,4
29,2,sistemas,masculino,12784,2
22,1,ingenieria,masculino,12914,2
25,5,sistemas,femenino,16991,4
20,1,diseño,femenino,11634,5
29,4,sistemas,masculino,13070,5
25,1,medicina,masculino,12746,3
26,1,sistemas,femenino,11202,3
29,2,arquitectura,masculino,17828,4
19,3,derecho,masculino,17180,2
20,3,diseño,femenino,11604,3
20,1,ingenieria,femenino,14888,4
20,2,medicina,masculino,14730,2
24,2,diseño,masculino,17203,4
21,5,diseño,femenino,178365,5
30,3,sistemas,femenino,17186,4
28,2,sistemas,femenino,13024,1
26,3,arquitectura,femenino,11418,4
18,6,derecho,femenino,12726,3
25,3,arquitectura,femenino,17218,5
25,1,diseño,masculino,17218,5
26,1,medicina,masculino,13198,3
26,4,administracion,femenino,12402,1
24,1,sistemas,masculino,17246,3
22,3,arquitectura,femenino,17252,4
27,6,administracion,masculino,13936,2
23,6,diseño,masculino,178310,3
28,3,arquitectura,femenino,178365,4
23,4,derecho,masculino,12674,5
26,5,administracion,masculino,11542,5
19,2,ingenieria,masculino,11120,3
18,5,medicina,femenino,11390,5
21,1,derecho,masculino,13328,4
26,4,sistemas,masculino,12774,3
22,4,sistemas,masculino,17250,4
19,2,diseño,masculino,13621,3
28,6,ingenieria,femenino,178322,5
25,1,diseño,masculino,17824,5
30,1,ingenieria,masculino,17141,3
30,4,administracion,femenino,17006,2
18,4,arquitectura,femenino,14157,5
24,5,sistemas,masculino,17188,1
25,1,derecho,femenino,17825,4
22,1,sistemas,femenino,15328,3
27,5,ingenieria,femenino,14167,2
24,6,medicina,femenino,15182,4
18,6,medicina,femenino,12162,4
25,2,ingenieria,femenino,17212,2
18,4,sistemas,femenino,17181,5
23,3,derecho,masculino,12774,4
21,5,ingenieria,femenino,17215,4
25,4,administracion,masculino,13072,3
18,6,ingenieria,femenino,11664,4
28,3,sistemas,femenino,17114,4
20,6,diseño,femenino,11798,4
30,3,ingenieria,masculino,12688,4
25,5,sistemas,femenino,17256,4
29,2,diseño,masculino,17830,4
18,5,administracion,femenino,17181,4
26,5,administracion,masculino,178309,4
18,4,arquitectura,masculino,11324,1
24,4,derecho,masculino,11989,5
20,4,sistemas,masculino,12770,4
29,6,sistemas,masculino,12670,5
27,6,ingenieria,femenino,17181,5
18,4,administracion,femenino,13204,5
20,3,sistemas,masculino,12196,4
26,4,ingenieria,femenino,11007,4
24,6,administracion,masculino,11670,5
28,4,administracion,femenino,14087,4
28,5,diseño,masculino,15254,4
26,5,arquitectura,femenino,178362,4
24,2,sistemas,femenino,178346,4
25,6,diseño,masculino,14446,5
22,6,derecho,masculino,17192,3
25,6,sistemas,femenino,17206,3
29,5,derecho,masculino,11375,5
30,2,sistemas,masculino,12188,5
27,3,medicina,masculino,14209,4
29,5,ingenieria,masculino,11462,3
19,3,sistemas,masculino,12690,5
19,4,diseño,femenino,17196,5
24,6,medicina,masculino,11528,5
28,5,sistemas,masculino,11961,4
21,5,administracion,masculino,13675,1
18,2,sistemas,femenino,11662,4
30,1,arquitectura,femenino,11419,5
24,4,administracion,masculino,17252,2
26,5,administracion,masculino,11542,4
23,6,arquitectura,masculino,11391,5
28,6,medicina,masculino,11251,4
22,6,medicina,masculino,12746,3
30,5,administracion,femenino,12091,5
26,6,diseño,femenino,12738,3
21,2,diseño,femenino,16262,4
26,4,administracion,femenino,12764,5
20,5,administracion,masculino,11580,3
29,4,diseño,femenino,11662,1
20,2,medicina,masculino,12196,4
28,6,administracion,masculino,11149,1
23,5,medicina,femenino,12688,3
19,6,sistemas,femenino,13070,5
21,4,ingenieria,masculino,178371,3
24,1,derecho,masculino,11417,3
22,4,ingenieria,masculino,11326,4
21,3,diseño,femenino,178344,2
29,4,arquitectura,femenino,11476,5
26,5,ingenieria,masculino,17108,3
22,2,arquitectura,masculino,12388,5
21,1,sistemas,femenino,12704,5
18,4,sistemas,masculino,11542,2
30,1,sistemas,masculino,11369,4
23,4,administracion,masculino,14087,2
23,5,derecho,masculino,11014,3
24,6,arquitectura,femenino,178371,4
22,1,arquitectura,masculino,17187,1
19,5,derecho,masculino,12820,4
19,4,arquitectura,masculino,17826,3
23,2,derecho,masculino,14466,4
28,5,derecho,femenino,13072,5
23,1,ingenieria,femenino,17204,4
18,5,medicina,femenino,11003,4
28,3,sistemas,masculino,11938,4
26,6,sistemas,femenino,16196,5
18,6,arquitectura,femenino,11423,2
21,4,medicina,masculino,13204,5
24,3,sistemas,masculino,13971,4
19,5,diseño,masculino,11728,3
24,3,administracion,femenino,15841,4
30,3,arquitectura,masculino,11416,5
23,6,arquitectura,femenino,15330,5
23,5,administracion,masculino,178350,2
24,3,administracion,masculino,15026,3
19,6,arquitectura,masculino,13128,5
26,6,administracion,masculino,17195,4
21,5,administracion,masculino,178313,4
30,1,arquitectura,femenino,12758,4
25,4,derecho,masculino,13202,5
18,4,diseño,masculino,11470,3
30,4,derecho,femenino,17267,1
28,5,arquitectura,femenino,12101,1
30,2,medicina,masculino,17201,5
18,2,medicina,femenino,178326,2
25,3,derecho,masculino,11600,5
24,4,diseño,masculino,16041,4
19,1,derecho,femenino,178350,3
28,6,arquitectura,masculino,13204,3
23,4,arquitectura,femenino,11391,5
21,1,diseño,femenino,17120,4
18,5,sistemas,femenino,178370,3
30,5,arquitectura,femenino,178326,5
19,4,sistemas,masculino,11339,3
19,3,diseño,masculino,12786,5
22,2,derecho,femenino,17120,5
29,3,diseño,femenino,16991,5
18,4,administracion,femenino,15328,3
19,3,ingenieria,femenino,178345,3
22,2,arquitectura,femenino,14366,4
20,1,ingenieria,femenino,13072,2
24,1,ingenieria,masculino,15941,4
29,4,sistemas,femenino,12055,2
27,6,arquitectura,masculino,13190,5
26,4,arquitectura,femenino,13499,5
30,3,ingenieria,masculino,17208,4
25,1,medicina,femenino,11662,4
29,6,administracion,femenino,15853,4
30,6,diseño,masculino,13751,5
29,4,diseño,femenino,12518,1
24,4,ingenieria,masculino,17200,5
22,1,diseño,femenino,12097,3
29,4,administracion,masculino,17228,3
20,1,medicina,masculino,11009,1
30,2,diseño,femenino,178352,4
22,6,sistemas,masculino,11423,5
26,5,derecho,femenino,12091,4
22,3,medicina,masculino,11524,4
30,1,sistemas,femenino,16311,4
20,4,diseño,masculino,17267,4
22,2,arquitectura,masculino,17830,1
27,4,medicina,masculino,178347,4
26,2,administracion,masculino,14608,4
24,1,ingenieria,femenino,12706,4
25,6,derecho,femenino,11120,3
24,2,ingenieria,femenino,14860,4
19,4,ingenieria,femenino,11420,5
28,3,arquitectura,femenino,11391,4
18,1,derecho,masculino,14095,4
22,1,sistemas,masculino,17035,2
29,5,derecho,femenino,11542,5
20,3,derecho,masculino,178362,1
23,2,administracion,masculino,12630,5
28,1,sistemas,femenino,12734,3
19,3,sistemas,masculino,13775,1
24,5,diseño,masculino,14782,5
24,4,ingenieria,masculino,15941,4
21,5,arquitectura,masculino,17833,5
19,6,diseño,masculino,17197,1
28,6,medicina,masculino,17255,5
18,3,ingenieria,masculino,17201,3
24,2,diseño,masculino,11798,5
